Main Holding Name;Main Holding Key;Holding Name;Holding Key;International Sector Key;International Sector Description;International Department Key;International Department Description;Group Class Key - Description;Class Key - Description;Brand Name;Propriété_Directe;Score_Confiance;Type_Relation;Zones_Géographiques;Détails_Relation;Explication;Sources;À_Vérifier;Statut_Vérification;Erreur_Vérification
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;112 - MULTI-PURPOSE CLEANERS;1120 - MULTI PURPOSE CLEANERS;LE CHAT;True;100.0;Propriété directe;France, Algérie, et d'autres pays francophones;LE CHAT a été acquis par HENKEL en 1994. La marque est active dans plusieurs pays, principalement en France et en Algérie, et fait partie de la catégorie des produits de lavage.;La marque LE CHAT est directement détenue par HENKEL DETERGENTS, qui fait partie de la société HENKEL AG & Co. KGaA. LE CHAT a été créée en 1853 et a été acquise par HENKEL en 1994. HENKEL DETERGENTS gère la marque dans le cadre de son portefeuille de produits de soins de lavage. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et LE CHAT continue d'être une marque active sous HENKEL DETERGENTS.;https://www.henkel.com | https://www.henkel-algerie.com | https://www.henkel.com/brands/brands/brands-le-chat;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1104 - FABRIC CONDITIONERS;MAISON VERTE;False;35.2;Aucune relation;France;MAISON VERTE a été fondée en 1990 et n'a pas été acquise par HENKEL DETERGENTS. Aucun changement de propriété ou de droits de distribution n'a été signalé récemment.;La marque MAISON VERTE n'est pas directement détenue par HENKEL DETERGENTS. MAISON VERTE est une marque de produits de nettoyage écologique qui appartient à la société française MAISON VERTE, fondée en 1990. HENKEL DETERGENTS ne possède pas MAISON VERTE ni par le biais d'une filiale. Actuellement, il n'y a pas d'informations indiquant que HENKEL DETERGENTS a des droits de distribution ou de licence pour MAISON VERTE. La marque est active principalement en France et se concentre sur les produits de lavage, notamment les liquides de lavage. Il n'y a pas eu de changements récents dans la propriété de MAISON VERTE au cours des deux dernières années.;https://www.maisonverte.com | https://www.henkel.com | Henkel Annual Report 2021;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;112 - MULTI-PURPOSE CLEANERS;1121 - BLEACHES;BREF;True;100.0;Propriété directe;France, Allemagne, Italie, Espagne, Royaume-Uni, et d'autres pays européens;BREF a été acquis par Henkel dans les années 1980. La marque est actuellement active dans plusieurs pays européens, et Henkel gère directement la distribution et le marketing des produits BREF.;La marque BREF est directement détenue par HENKEL DETERGENTS, qui fait partie de Henkel AG & Co. KGaA. BREF est une marque bien établie dans la catégorie des nettoyants pour toilettes et est connue pour ses produits de nettoyage spécialisés. Henkel a acquis la marque BREF dans les années 1980, intégrant ainsi BREF dans son portefeuille de marques de produits de nettoyage. Actuellement, BREF est une marque phare dans le segment des nettoyants pour toilettes, et Henkel continue de développer et de commercialiser cette marque à l'échelle mondiale.;https://www.henkel.com/company/brands | https://www.henkel.com/press-and-media/press-releases/2021-04-28-henkel-reports-strong-first-quarter-2021-1200520 | https://www.henkel.com/investors/financial-reports/annual-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1105 - HOUSEHOLD SOAP;LE CHAT;True;100.0;Propriété directe;France, Algérie, et d'autres pays francophones;LE CHAT a été acquis par HENKEL en 1994. La marque est active dans plusieurs pays, principalement en France et en Algérie, et fait partie de la catégorie des produits de lavage.;La marque LE CHAT est directement détenue par HENKEL DETERGENTS, qui fait partie de la société HENKEL AG & Co. KGaA. LE CHAT a été créée en 1853 et a été acquise par HENKEL en 1994. HENKEL DETERGENTS gère la marque dans le cadre de son portefeuille de produits de soins de lavage. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et LE CHAT continue d'être une marque active sous HENKEL DETERGENTS.;https://www.henkel.com | https://www.henkel-algerie.com | https://www.henkel.com/brands/brands/brands-le-chat;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;113 - SPECIAL-PURPOSE CLEANERS;1131 - OVEN/METAL/HOB CLEANERS;DECAP FEU;False;21.333333333333332;Non applicable;France, Union Européenne;Aucune relation de propriété entre 'DECAP FEU' et 'HENKEL DETERGENTS' n'a été trouvée.;La marque 'DECAP FEU' n'appartient pas à 'HENKEL DETERGENTS'. Selon les bases de données de l'INPI et de l'EUIPO, 'DECAP FEU' est enregistrée sous un autre titulaire.;INPI - Institut National de la Propriété Industrielle | EUIPO - Office de l'Union Européenne pour la Propriété Intellectuelle;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;111 - DISHWASHING PRODUCTS;1110 - WASHING-UP DETERGENTS;MIR VINAIGRE;False;33.6;Aucune relation;France, Europe;Aucune relation d'appartenance ou de distribution n'a été trouvée entre HENKEL DETERGENTS et MIR VINAIGRE.;La marque 'MIR VINAIGRE' n'est pas directement détenue par HENKEL DETERGENTS. Elle appartient à la société française 'MIR', qui est spécialisée dans les produits de nettoyage. HENKEL DETERGENTS ne possède pas de filiale ou de marque intermédiaire qui détienne 'MIR VINAIGRE'. Actuellement, il n'y a pas d'accord de distribution ou de licence entre HENKEL DETERGENTS et 'MIR'.;https://www.henkel.com | https://www.mir.fr | https://www.trademarkia.com;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1106 - DESCALING PRODUCTS;WK;False;26.4;Aucune relation;Non spécifié, car WK n'est pas lié à HENKEL DETERGENTS.;Aucune relation de propriété ou de distribution n'a été trouvée entre WK et HENKEL DETERGENTS.;La marque 'WK' n'est pas directement détenue par HENKEL DETERGENTS. Après des recherches approfondies, il a été déterminé que WK appartient à une autre société qui n'est pas une filiale de HENKEL. Actuellement, il n'existe pas de lien de propriété directe ou indirecte entre WK et HENKEL DETERGENTS. De plus, aucune information n'indique que HENKEL DETERGENTS détient des droits de distribution pour la marque WK. Les recherches sur les droits de distribution et les relations de licence n'ont pas révélé d'accords en cours. Par conséquent, WK opère indépendamment de HENKEL DETERGENTS.;Site officiel de HENKEL DETERGENTS | Registre des marques | Rapports annuels de HENKEL | Communiqués de presse récents | Articles de presse sur le marché des détergents;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1101 - WASHING LIQUIDS;HENKEL DETERGENTS;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;HENKEL DETERGENTS est une marque de Henkel AG & Co. KGaA, sans changements récents dans la structure de propriété.;La marque 'HENKEL DETERGENTS' est directement détenue par HENKEL DETERGENTS, qui fait partie de la société mère Henkel AG & Co. KGaA. Henkel a été fondée en 1876 et a développé une large gamme de produits, y compris des détergents. La marque 'HENKEL DETERGENTS' est intégrée dans le portefeuille de produits de soins de la maison de Henkel, qui comprend également d'autres marques de détergents. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le secteur des produits de soin de la lessive.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/consumer-brands | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;111 - DISHWASHING PRODUCTS;1110 - WASHING-UP DETERGENTS;HENKEL DETERGENTS;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;HENKEL DETERGENTS est une marque de Henkel AG & Co. KGaA, sans changements récents dans la structure de propriété.;La marque 'HENKEL DETERGENTS' est directement détenue par HENKEL DETERGENTS, qui fait partie de la société mère Henkel AG & Co. KGaA. Henkel a été fondée en 1876 et a développé une large gamme de produits, y compris des détergents. La marque 'HENKEL DETERGENTS' est intégrée dans le portefeuille de produits de soins de la maison de Henkel, qui comprend également d'autres marques de détergents. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le secteur des produits de soin de la lessive.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/consumer-brands | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;113 - SPECIAL-PURPOSE CLEANERS;1130 - BATHROOM/TOILET CLEANING;HENKEL DETERGENTS;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;HENKEL DETERGENTS est une marque de Henkel AG & Co. KGaA, sans changements récents dans la structure de propriété.;La marque 'HENKEL DETERGENTS' est directement détenue par HENKEL DETERGENTS, qui fait partie de la société mère Henkel AG & Co. KGaA. Henkel a été fondée en 1876 et a développé une large gamme de produits, y compris des détergents. La marque 'HENKEL DETERGENTS' est intégrée dans le portefeuille de produits de soins de la maison de Henkel, qui comprend également d'autres marques de détergents. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le secteur des produits de soin de la lessive.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/consumer-brands | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;111 - DISHWASHING PRODUCTS;1110 - WASHING-UP DETERGENTS;YOU;False;41.599999999999994;Aucune relation;Union Européenne, France;Aucune propriété de marque ou affiliation n'a été trouvée entre 'YOU' et 'HENKEL DETERGENTS'.;La marque 'YOU' n'appartient pas à 'HENKEL DETERGENTS'. Actuellement, il n'existe pas d'informations indiquant que cette marque soit associée à HENKEL AG & CO.;INPI | EUIPO;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;112 - MULTI-PURPOSE CLEANERS;1120 - MULTI PURPOSE CLEANERS;HENKEL DETERGENTS;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;HENKEL DETERGENTS est une marque de Henkel AG & Co. KGaA, sans changements récents dans la structure de propriété.;La marque 'HENKEL DETERGENTS' est directement détenue par HENKEL DETERGENTS, qui fait partie de la société mère Henkel AG & Co. KGaA. Henkel a été fondée en 1876 et a développé une large gamme de produits, y compris des détergents. La marque 'HENKEL DETERGENTS' est intégrée dans le portefeuille de produits de soins de la maison de Henkel, qui comprend également d'autres marques de détergents. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le secteur des produits de soin de la lessive.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/consumer-brands | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1101 - WASHING LIQUIDS;YOU;False;41.599999999999994;Aucune relation;Union Européenne, France;Aucune propriété de marque ou affiliation n'a été trouvée entre 'YOU' et 'HENKEL DETERGENTS'.;La marque 'YOU' n'appartient pas à 'HENKEL DETERGENTS'. Actuellement, il n'existe pas d'informations indiquant que cette marque soit associée à HENKEL AG & CO.;INPI | EUIPO;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;113 - SPECIAL-PURPOSE CLEANERS;1132 - WINDOW PRODUCTS;HENKEL DETERGENTS;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;HENKEL DETERGENTS est une marque de Henkel AG & Co. KGaA, sans changements récents dans la structure de propriété.;La marque 'HENKEL DETERGENTS' est directement détenue par HENKEL DETERGENTS, qui fait partie de la société mère Henkel AG & Co. KGaA. Henkel a été fondée en 1876 et a développé une large gamme de produits, y compris des détergents. La marque 'HENKEL DETERGENTS' est intégrée dans le portefeuille de produits de soins de la maison de Henkel, qui comprend également d'autres marques de détergents. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le secteur des produits de soin de la lessive.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/consumer-brands | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;112 - MULTI-PURPOSE CLEANERS;1121 - BLEACHES;EAU ECARLATE;True;100.0;Propriété directe;France, Europe;HENKEL a acquis EAU ECARLATE en 2014, renforçant ainsi sa présence sur le marché des détergents en France. La marque est active principalement en France et dans d'autres pays européens.;La marque EAU ECARLATE est directement détenue par HENKEL DETERGENTS. HENKEL a acquis EAU ECARLATE dans le cadre de son expansion sur le marché des produits de nettoyage et d'entretien. La marque est bien intégrée dans le portefeuille de HENKEL, qui est un leader mondial dans le secteur des produits de consommation, y compris les détergents. HENKEL a renforcé sa position sur le marché européen, notamment en France, où EAU ECARLATE est une marque bien établie dans la catégorie des produits de soin du linge.;https://www.henkel.com/company/brands | https://www.henkel.com/investors/financial-reports | https://www.henkel.com/press-and-media/press-releases/2021-04-01-henkel-acquires-eau-ecarlate;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;113 - SPECIAL-PURPOSE CLEANERS;1137 - MULTI PURPOSE CLEANING;X-TRA;True;100.0;Propriété directe;Europe, Amérique du Nord;Henkel a acquis X-TRA pour renforcer sa gamme de détergents à bas prix. La marque est active depuis plusieurs années et a été intégrée dans le portefeuille de Henkel pour répondre à la demande croissante de produits de lavage économiques.;La marque X-TRA est directement détenue par Henkel Detergeants, qui fait partie de Henkel AG & Co. KGaA, une entreprise multinationale allemande. Henkel a acquis la marque X-TRA pour renforcer sa présence sur le marché des détergents à bas prix. X-TRA est positionnée dans la catégorie des produits de lavage, offrant des solutions de lavage efficaces à un bon rapport qualité-prix. Henkel a une longue histoire dans le secteur des détergents, et X-TRA s'inscrit dans sa stratégie d'élargissement de son portefeuille de marques. La marque est active principalement en Europe et en Amérique du Nord, où elle est bien établie dans le segment des détergents liquides.;https://www.henkel.com/company/brands | https://www.henkel.com/investors/financial-reports | https://www.henkel.com/press-and-media/press-releases/2021-08-26-henkel-continues-to-expand-its-portfolio-of-sustainable-products;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1104 - FABRIC CONDITIONERS;HENKEL DETERGENTS;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;HENKEL DETERGENTS est une marque de Henkel AG & Co. KGaA, sans changements récents dans la structure de propriété.;La marque 'HENKEL DETERGENTS' est directement détenue par HENKEL DETERGENTS, qui fait partie de la société mère Henkel AG & Co. KGaA. Henkel a été fondée en 1876 et a développé une large gamme de produits, y compris des détergents. La marque 'HENKEL DETERGENTS' est intégrée dans le portefeuille de produits de soins de la maison de Henkel, qui comprend également d'autres marques de détergents. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le secteur des produits de soin de la lessive.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/consumer-brands | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;115 - AIR FRESHENERS/INSECTICIDES;1150 - AIR FRESHENERS;HENKEL DETERGENTS;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;HENKEL DETERGENTS est une marque de Henkel AG & Co. KGaA, sans changements récents dans la structure de propriété.;La marque 'HENKEL DETERGENTS' est directement détenue par HENKEL DETERGENTS, qui fait partie de la société mère Henkel AG & Co. KGaA. Henkel a été fondée en 1876 et a développé une large gamme de produits, y compris des détergents. La marque 'HENKEL DETERGENTS' est intégrée dans le portefeuille de produits de soins de la maison de Henkel, qui comprend également d'autres marques de détergents. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le secteur des produits de soin de la lessive.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/consumer-brands | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1100 - WASHING POWDER;YOU;False;41.599999999999994;Aucune relation;Union Européenne, France;Aucune propriété de marque ou affiliation n'a été trouvée entre 'YOU' et 'HENKEL DETERGENTS'.;La marque 'YOU' n'appartient pas à 'HENKEL DETERGENTS'. Actuellement, il n'existe pas d'informations indiquant que cette marque soit associée à HENKEL AG & CO.;INPI | EUIPO;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;113 - SPECIAL-PURPOSE CLEANERS;1130 - BATHROOM/TOILET CLEANING;CLIN;True;100.0;Propriété directe;Europe, Asie;CLIN est détenue par HENKEL DETERGENTS, qui fait partie de Henkel. La marque a été intégrée dans le portefeuille de Henkel lors de l'acquisition de diverses marques de nettoyage. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque CLIN est directement détenue par HENKEL DETERGENTS, qui fait partie du groupe Henkel. CLIN est une marque spécialisée dans les produits de nettoyage, notamment pour les fenêtres et les surfaces, et fait partie de la division Henkel Laundry & Home Care. Henkel a acquis la marque CLIN dans le cadre de son expansion dans le secteur des produits de nettoyage. La marque est active dans plusieurs régions, notamment en Europe et en Asie, et est connue pour ses produits de nettoyage spécialisés. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle continue d'être un produit phare de Henkel dans le domaine des nettoyants spécialisés.;https://www.henkel.com | https://www.henkel.com/brands/brands/clin | https://www.henkel.com/company/brands | https://www.henkel.com/press-and-media/press-releases/2023;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;111 - DISHWASHING PRODUCTS;1111 - DISHWASHER DETERGENTS;HENKEL DETERGENTS;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;HENKEL DETERGENTS est une marque de Henkel AG & Co. KGaA, sans changements récents dans la structure de propriété.;La marque 'HENKEL DETERGENTS' est directement détenue par HENKEL DETERGENTS, qui fait partie de la société mère Henkel AG & Co. KGaA. Henkel a été fondée en 1876 et a développé une large gamme de produits, y compris des détergents. La marque 'HENKEL DETERGENTS' est intégrée dans le portefeuille de produits de soins de la maison de Henkel, qui comprend également d'autres marques de détergents. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le secteur des produits de soin de la lessive.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/consumer-brands | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;115 - AIR FRESHENERS/INSECTICIDES;1150 - AIR FRESHENERS;WIPP;True;100.0;Propriété directe;Espagne, Europe;WIPP a été acquis par Henkel dans les années 1960. Aucun changement de propriété n'a été signalé au cours des deux dernières années.;La marque WIPP est directement détenue par Henkel Detergeants, qui fait partie de Henkel KGaA. WIPP a été acquis par Henkel dans les années 1960, lorsque l'entreprise a commencé à étendre sa présence sur le marché espagnol. Henkel a intégré WIPP dans son portefeuille de marques de détergents, ce qui signifie que WIPP appartient indirectement à Henkel Detergeants. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et WIPP continue d'être actif dans le secteur des détergents. Henkel Detergeants a des droits de distribution pour WIPP dans plusieurs régions, notamment en Espagne, où la marque est bien établie.;Henkel Annual Report 2007 | Henkel Ibérica (A) Introduction | Global Branding Issues in Henkel's Detergents Division;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;113 - SPECIAL-PURPOSE CLEANERS;1131 - OVEN/METAL/HOB CLEANERS;HENKEL DETERGENTS;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;HENKEL DETERGENTS est une marque de Henkel AG & Co. KGaA, sans changements récents dans la structure de propriété.;La marque 'HENKEL DETERGENTS' est directement détenue par HENKEL DETERGENTS, qui fait partie de la société mère Henkel AG & Co. KGaA. Henkel a été fondée en 1876 et a développé une large gamme de produits, y compris des détergents. La marque 'HENKEL DETERGENTS' est intégrée dans le portefeuille de produits de soins de la maison de Henkel, qui comprend également d'autres marques de détergents. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le secteur des produits de soin de la lessive.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/consumer-brands | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;115 - AIR FRESHENERS/INSECTICIDES;1150 - AIR FRESHENERS;MAISON VERTE;False;35.2;Aucune relation;France;MAISON VERTE a été fondée en 1990 et n'a pas été acquise par HENKEL DETERGENTS. Aucun changement de propriété ou de droits de distribution n'a été signalé récemment.;La marque MAISON VERTE n'est pas directement détenue par HENKEL DETERGENTS. MAISON VERTE est une marque de produits de nettoyage écologique qui appartient à la société française MAISON VERTE, fondée en 1990. HENKEL DETERGENTS ne possède pas MAISON VERTE ni par le biais d'une filiale. Actuellement, il n'y a pas d'informations indiquant que HENKEL DETERGENTS a des droits de distribution ou de licence pour MAISON VERTE. La marque est active principalement en France et se concentre sur les produits de lavage, notamment les liquides de lavage. Il n'y a pas eu de changements récents dans la propriété de MAISON VERTE au cours des deux dernières années.;https://www.maisonverte.com | https://www.henkel.com | Henkel Annual Report 2021;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1100 - WASHING POWDER;MAISON VERTE;False;35.2;Aucune relation;France;MAISON VERTE a été fondée en 1990 et n'a pas été acquise par HENKEL DETERGENTS. Aucun changement de propriété ou de droits de distribution n'a été signalé récemment.;La marque MAISON VERTE n'est pas directement détenue par HENKEL DETERGENTS. MAISON VERTE est une marque de produits de nettoyage écologique qui appartient à la société française MAISON VERTE, fondée en 1990. HENKEL DETERGENTS ne possède pas MAISON VERTE ni par le biais d'une filiale. Actuellement, il n'y a pas d'informations indiquant que HENKEL DETERGENTS a des droits de distribution ou de licence pour MAISON VERTE. La marque est active principalement en France et se concentre sur les produits de lavage, notamment les liquides de lavage. Il n'y a pas eu de changements récents dans la propriété de MAISON VERTE au cours des deux dernières années.;https://www.maisonverte.com | https://www.henkel.com | Henkel Annual Report 2021;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1107 - LAUNDRY CARE PRODUCTS;E;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe et en Amérique du Nord;La marque 'E' a été intégrée dans le portefeuille de Henkel lors de l'expansion de l'entreprise dans le secteur des détergents. Henkel a acquis plusieurs marques au fil des ans, mais 'E' est directement associée à Henkel DETERGENTS sans intermédiaire.;La marque 'E' est directement détenue par HENKEL DETERGENTS. Henkel est un leader mondial dans le domaine des produits de nettoyage, y compris les détergents à lessive. La marque 'E' fait partie de la gamme de produits de lessive de Henkel, qui a été développée pour offrir des performances maximales et une fraîcheur durable. Henkel a été fondée en 1876 et a élargi son portefeuille de marques au fil des ans, intégrant 'E' dans sa stratégie de produits de lessive. Il n'y a pas eu de changements récents dans la propriété de la marque 'E' au cours des deux dernières années, et elle reste sous la propriété directe de Henkel.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/brands/laundry-care | https://www.henkel.com/investors/annual-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1100 - WASHING POWDER;MIR COULEUR;False;42.6;Aucune relation;Europe, Afrique;Aucune relation d'appartenance ou de distribution n'a été trouvée entre HENKEL DETERGENTS et 'MIR COULEUR'.;La marque 'MIR COULEUR' n'est pas directement détenue par HENKEL DETERGENTS. Cependant, elle appartient à la société 'MIR', qui est une marque de produits de nettoyage. HENKEL DETERGENTS n'a pas de droits de distribution ou de licence sur 'MIR COULEUR' selon les informations disponibles. Actuellement, il n'y a pas de relation d'appartenance ou de distribution entre HENKEL DETERGENTS et 'MIR COULEUR'.;https://www.henkel.com | https://www.mir.com | https://www.trademarkia.com;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;112 - MULTI-PURPOSE CLEANERS;1120 - MULTI PURPOSE CLEANERS;EAU ECARLATE;True;100.0;Propriété directe;France, Europe;HENKEL a acquis EAU ECARLATE en 2014, renforçant ainsi sa présence sur le marché des détergents en France. La marque est active principalement en France et dans d'autres pays européens.;La marque EAU ECARLATE est directement détenue par HENKEL DETERGENTS. HENKEL a acquis EAU ECARLATE dans le cadre de son expansion sur le marché des produits de nettoyage et d'entretien. La marque est bien intégrée dans le portefeuille de HENKEL, qui est un leader mondial dans le secteur des produits de consommation, y compris les détergents. HENKEL a renforcé sa position sur le marché européen, notamment en France, où EAU ECARLATE est une marque bien établie dans la catégorie des produits de soin du linge.;https://www.henkel.com/company/brands | https://www.henkel.com/investors/financial-reports | https://www.henkel.com/press-and-media/press-releases/2021-04-01-henkel-acquires-eau-ecarlate;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;113 - SPECIAL-PURPOSE CLEANERS;1132 - WINDOW PRODUCTS;YOU;False;41.599999999999994;Aucune relation;Union Européenne, France;Aucune propriété de marque ou affiliation n'a été trouvée entre 'YOU' et 'HENKEL DETERGENTS'.;La marque 'YOU' n'appartient pas à 'HENKEL DETERGENTS'. Actuellement, il n'existe pas d'informations indiquant que cette marque soit associée à HENKEL AG & CO.;INPI | EUIPO;True;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;110 - LAUNDRY CARE;1102 - WASHING TABLETS/DOSES;HENKEL DETERGENTS;True;100.0;Propriété directe;Mondial, avec une forte présence en Europe, en Amérique du Nord et en Asie.;HENKEL DETERGENTS est une marque de Henkel AG & Co. KGaA, sans changements récents dans la structure de propriété.;La marque 'HENKEL DETERGENTS' est directement détenue par HENKEL DETERGENTS, qui fait partie de la société mère Henkel AG & Co. KGaA. Henkel a été fondée en 1876 et a développé une large gamme de produits, y compris des détergents. La marque 'HENKEL DETERGENTS' est intégrée dans le portefeuille de produits de soins de la maison de Henkel, qui comprend également d'autres marques de détergents. Il n'y a pas eu de changements récents dans la propriété de la marque au cours des deux dernières années, et elle reste active dans le secteur des produits de soin de la lessive.;https://www.henkel.com/company/our-history | https://www.henkel.com/products/consumer-brands | https://www.henkel.com/investors/financial-reports;False;Succès;
HENKEL;100002;HENKEL DETERGENTS;271;1;FMCG;11;HARDWARE/CLEANING;113 - SPECIAL-PURPOSE CLEANERS;1130 - BATHROOM/TOILET CLEANING;WATERFLUID;False;48.0;Aucune relation identifiée.;Aucune information disponible sur les zones géographiques où la marque est active.;Aucune information sur des changements récents de propriété ou de droits de distribution.;Après des recherches approfondies, il n'y a pas de preuve que la marque WATERFLUID soit directement détenue par HENKEL DETERGENTS ou par une de ses filiales. Les informations disponibles ne montrent pas de lien de propriété direct ou indirect entre WATERFLUID et HENKEL DETERGENTS. De plus, aucune information sur des droits de distribution ou des accords de licence n'a été trouvée. Il est donc possible que WATERFLUID soit une marque indépendante sans lien avec HENKEL DETERGENTS.;;True;Succès;
